row_abs,keywords_llm,raw_response
1004,"[""steady state availability"", ""non markovian systems"", ""accelerated simulation"", ""repair systems"", ""numerical methods""]","{""keywords"": [""steady state availability"", ""non markovian systems"", ""accelerated simulation"", ""repair systems"", ""numerical methods""]}"
1005,"[""optimal control"", ""elliptic equations"", ""finite element method"", ""distributed systems"", ""hilbert space""]","{""keywords"": [""optimal control"", ""elliptic equations"", ""finite element method"", ""distributed systems"", ""hilbert space""]}"
1006,"[""complex systems"", ""fuzzy set theory"", ""measurement error"", ""state identification"", ""informative attributes""]","{""keywords"": [""complex systems"", ""fuzzy set theory"", ""measurement error"", ""state identification"", ""informative attributes""]}"
1007,"[""boolean functions"", ""q partitions"", ""decomposition method"", ""disjunctive decomposition"", ""minterms""]","{""keywords"": [""boolean functions"", ""q partitions"", ""decomposition method"", ""disjunctive decomposition"", ""minterms""]}"
1008,"[""nonlinear extrapolation"", ""random process"", ""canonical decomposition"", ""moment function"", ""algorithm construction""]","{""keywords"": [""nonlinear extrapolation"", ""random process"", ""canonical decomposition"", ""moment function"", ""algorithm construction""]}"
1009,"[""linear algebraic equations"", ""lambda matrices"", ""numerical system"", ""solution method"", ""dimensional analysis""]","{""keywords"": [""linear algebraic equations"", ""lambda matrices"", ""numerical system"", ""solution method"", ""dimensional analysis""]}"
1010,"[""linear constraints"", ""diophantine equations"", ""natural numbers"", ""minimal solutions"", ""algorithms""]","{""keywords"": [""linear constraints"", ""diophantine equations"", ""natural numbers"", ""minimal solutions"", ""algorithms""]}"
1011,"[""library services"", ""interlibrary loan"", ""book acquisition"", ""patron requests"", ""collection development""]","{""keywords"": [""library services"", ""interlibrary loan"", ""book acquisition"", ""patron requests"", ""collection development""]}"
1012,"[""error correcting codes"", ""z channel"", ""optimization problems"", ""graph theory"", ""lower bounds""]","{""keywords"": [""error correcting codes"", ""z channel"", ""optimization problems"", ""graph theory"", ""lower bounds""]}"
1013,"[""descriptive process"", ""abstraction operations"", ""bipolar function"", ""intensional concept"", ""descriptological foundations""]","{""keywords"": [""descriptive process"", ""abstraction operations"", ""bipolar function"", ""intensional concept"", ""descriptological foundations""]}"
1014,"[""frequency division multiplexing"", ""scalable video transmission"", ""vector channel allocation"", ""frequency selective fading"", ""channel estimation""]","{""keywords"": [""frequency division multiplexing"", ""scalable video transmission"", ""vector channel allocation"", ""frequency selective fading"", ""channel estimation""]}"
1015,"[""wireless communications"", ""wap site management"", ""html translation"", ""mobile phone screens"", ""content management""]","{""keywords"": [""wireless communications"", ""wap site management"", ""html translation"", ""mobile phone screens"", ""content management""]}"
1016,"[""government procurement"", ""electronic tendering"", ""procurement law"", ""online bidding"", ""contract development""]","{""keywords"": [""government procurement"", ""electronic tendering"", ""procurement law"", ""online bidding"", ""contract development""]}"
1017,"[""bridge inspection"", ""mobile manipulator"", ""crack detection"", ""imaging system"", ""structural evaluation""]","{""keywords"": [""bridge inspection"", ""mobile manipulator"", ""crack detection"", ""imaging system"", ""structural evaluation""]}"
1018,"[""building management"", ""facilities management"", ""internet protocols"", ""control networks"", ""web server""]","{""keywords"": [""building management"", ""facilities management"", ""internet protocols"", ""control networks"", ""web server""]}"
1019,"[""building management systems"", ""user acceptance"", ""technology acceptance models"", ""ease of use"", ""building performance""]","{""keywords"": [""building management systems"", ""user acceptance"", ""technology acceptance models"", ""ease of use"", ""building performance""]}"
1020,"[""collective dose"", ""population estimates"", ""geographic information system"", ""facility operations"", ""public health""]","{""keywords"": [""collective dose"", ""population estimates"", ""geographic information system"", ""facility operations"", ""public health""]}"
1021,"[""monte carlo calculations"", ""graphical user interface"", ""in vivo measurement"", ""computed tomography"", ""radionuclides""]","{""keywords"": [""monte carlo calculations"", ""graphical user interface"", ""in vivo measurement"", ""computed tomography"", ""radionuclides""]}"
1022,"[""music acquisition"", ""out of print music"", ""music publishing"", ""music librarians"", ""technical music vocabulary""]","{""keywords"": [""music acquisition"", ""out of print music"", ""music publishing"", ""music librarians"", ""technical music vocabulary""]}"
1023,"[""piezoelectric cantilever"", ""density functionally gradient"", ""plane strain theory"", ""airy stress function"", ""piezoelectric actuator""]","{""keywords"": [""piezoelectric cantilever"", ""density functionally gradient"", ""plane strain theory"", ""airy stress function"", ""piezoelectric actuator""]}"
1024,"[""quantum memory"", ""atomic spin state"", ""quantum state of light"", ""magneto optical resonance"", ""quantum properties""]","{""keywords"": [""quantum memory"", ""atomic spin state"", ""quantum state of light"", ""magneto optical resonance"", ""quantum properties""]}"
1025,"[""quantum computing"", ""decoherence"", ""solid state"", ""qubit encoding"", ""decoupling pulses""]","{""keywords"": [""quantum computing"", ""decoherence"", ""solid state"", ""qubit encoding"", ""decoupling pulses""]}"
1026,"[""social percolation"", ""mass media"", ""marketing model"", ""percolation theory"", ""phase transition""]","{""keywords"": [""social percolation"", ""mass media"", ""marketing model"", ""percolation theory"", ""phase transition""]}"
1027,"[""long range dependence"", ""financial economics"", ""confidence intervals"", ""detrended fluctuation analysis"", ""asymptotic distribution""]","{""keywords"": [""long range dependence"", ""financial economics"", ""confidence intervals"", ""detrended fluctuation analysis"", ""asymptotic distribution""]}"
1028,"[""pedestrian dynamics"", ""cellular automaton model"", ""evacuation processes"", ""bionics approach"", ""herding behaviour""]","{""keywords"": [""pedestrian dynamics"", ""cellular automaton model"", ""evacuation processes"", ""bionics approach"", ""herding behaviour""]}"
1029,"[""dynamical behavior"", ""periodic motions"", ""nonlinear map"", ""attractor property"", ""circular route""]","{""keywords"": [""dynamical behavior"", ""periodic motions"", ""nonlinear map"", ""attractor property"", ""circular route""]}"
1030,"[""cellular automata"", ""penna model"", ""predation model"", ""population dynamics"", ""biological ageing""]","{""keywords"": [""cellular automata"", ""penna model"", ""predation model"", ""population dynamics"", ""biological ageing""]}"
1031,"[""option pricing"", ""non gaussian fluctuations"", ""stochastic calculus"", ""levy distributions"", ""martingale theory""]","{""keywords"": [""option pricing"", ""non gaussian fluctuations"", ""stochastic calculus"", ""levy distributions"", ""martingale theory""]}"
1032,"[""quantum game theory"", ""market games"", ""economics"", ""quantum description"", ""game theory""]","{""keywords"": [""quantum game theory"", ""market games"", ""economics"", ""quantum description"", ""game theory""]}"
1033,"[""neural networks"", ""abstract rules"", ""grammatical knowledge"", ""finite state machines"", ""symbolic knowledge""]","{""keywords"": [""neural networks"", ""abstract rules"", ""grammatical knowledge"", ""finite state machines"", ""symbolic knowledge""]}"
1034,"[""pedestrian dynamics"", ""exit behavior"", ""power law behavior"", ""cellular automata"", ""crowd movement""]","{""keywords"": [""pedestrian dynamics"", ""exit behavior"", ""power law behavior"", ""cellular automata"", ""crowd movement""]}"
1035,"[""highway traffic"", ""tollbooths"", ""traffic flow"", ""phase transition"", ""vehicle queuing""]","{""keywords"": [""highway traffic"", ""tollbooths"", ""traffic flow"", ""phase transition"", ""vehicle queuing""]}"
1036,"[""deterministic processes"", ""statistical mechanism"", ""oscillator analysis"", ""banking data"", ""mathematical errors""]","{""keywords"": [""deterministic processes"", ""statistical mechanism"", ""oscillator analysis"", ""banking data"", ""mathematical errors""]}"
1037,"[""firm growth rates"", ""power law relationship"", ""business size"", ""variance analysis"", ""growth rate correlation""]","{""keywords"": [""firm growth rates"", ""power law relationship"", ""business size"", ""variance analysis"", ""growth rate correlation""]}"
1038,"[""foreign exchange markets"", ""markov behavior"", ""exchange rates"", ""high frequency data"", ""statistical forecast""]","{""keywords"": [""foreign exchange markets"", ""markov behavior"", ""exchange rates"", ""high frequency data"", ""statistical forecast""]}"
1039,"[""stock market"", ""chaotic trajectory"", ""poincare return time"", ""dynamical systems"", ""low dimensional modeling""]","{""keywords"": [""stock market"", ""chaotic trajectory"", ""poincare return time"", ""dynamical systems"", ""low dimensional modeling""]}"
1040,"[""nonlinear analysis"", ""time series"", ""currency exchange"", ""euro zone"", ""recurrence quantification""]","{""keywords"": [""nonlinear analysis"", ""time series"", ""currency exchange"", ""euro zone"", ""recurrence quantification""]}"
1041,"[""futures volatility"", ""singular spectrum analysis"", ""realized volatility"", ""market trend"", ""risk management""]","{""keywords"": [""futures volatility"", ""singular spectrum analysis"", ""realized volatility"", ""market trend"", ""risk management""]}"
1042,"[""quantum field"", ""photon statistics"", ""higher order squeezing"", ""quantum fluctuations"", ""two photon interference""]","{""keywords"": [""quantum field"", ""photon statistics"", ""higher order squeezing"", ""quantum fluctuations"", ""two photon interference""]}"
1043,"[""traffic flow"", ""boltzmann equation"", ""multilane traffic"", ""dynamic evolution"", ""gas kinetic model""]","{""keywords"": [""traffic flow"", ""boltzmann equation"", ""multilane traffic"", ""dynamic evolution"", ""gas kinetic model""]}"
1044,"[""hierarchical mixture model"", ""classification"", ""mixture of experts"", ""maximum likelihood"", ""posterior probability""]","{""keywords"": [""hierarchical mixture model"", ""classification"", ""mixture of experts"", ""maximum likelihood"", ""posterior probability""]}"
1045,"[""electronic commerce"", ""website effectiveness"", ""marketing tool"", ""internet presence"", ""website design""]","{""keywords"": [""electronic commerce"", ""website effectiveness"", ""marketing tool"", ""internet presence"", ""website design""]}"
1046,"[""relationship marketing"", ""hotel industry"", ""web marketing"", ""multimedia technology"", ""content analysis""]","{""keywords"": [""relationship marketing"", ""hotel industry"", ""web marketing"", ""multimedia technology"", ""content analysis""]}"
1047,"[""dynamic pricing"", ""online auctions"", ""lodging industry"", ""market-centric pricing"", ""internet distribution""]","{""keywords"": [""dynamic pricing"", ""online auctions"", ""lodging industry"", ""market-centric pricing"", ""internet distribution""]}"
1048,"[""affine invariants"", ""convex polygons"", ""image registration"", ""object recognition"", ""algebraic dependence""]","{""keywords"": [""affine invariants"", ""convex polygons"", ""image registration"", ""object recognition"", ""algebraic dependence""]}"
1049,"[""image coding"", ""wavelet transform"", ""dsp chip"", ""real time implementation"", ""video coding""]","{""keywords"": [""image coding"", ""wavelet transform"", ""dsp chip"", ""real time implementation"", ""video coding""]}"
1050,"[""geometric moments"", ""edge detection"", ""texture segmentation"", ""image processing"", ""convolution operation""]","{""keywords"": [""geometric moments"", ""edge detection"", ""texture segmentation"", ""image processing"", ""convolution operation""]}"
1051,"[""image denoising"", ""wavelet transform"", ""edge preservation"", ""multiresolution decomposition"", ""gradient magnitudes""]","{""keywords"": [""image denoising"", ""wavelet transform"", ""edge preservation"", ""multiresolution decomposition"", ""gradient magnitudes""]}"
1052,"[""contour tracking"", ""video analysis"", ""watershed segmentation"", ""edge detection"", ""object motion""]","{""keywords"": [""contour tracking"", ""video analysis"", ""watershed segmentation"", ""edge detection"", ""object motion""]}"
1053,"[""image compression"", ""multilayered representation"", ""image understanding"", ""sparse representation"", ""video coding""]","{""keywords"": [""image compression"", ""multilayered representation"", ""image understanding"", ""sparse representation"", ""video coding""]}"
1054,"[""edge detection"", ""wavelet filtering"", ""scale space"", ""image noise"", ""spatial filtering""]","{""keywords"": [""edge detection"", ""wavelet filtering"", ""scale space"", ""image noise"", ""spatial filtering""]}"
1055,"[""olfactory bulb"", ""neural network"", ""odorant discrimination"", ""linear separability"", ""computational capacity""]","{""keywords"": [""olfactory bulb"", ""neural network"", ""odorant discrimination"", ""linear separability"", ""computational capacity""]}"
1056,"[""magnetic resonance imaging"", ""object based coding"", ""wavelet transform"", ""lossless coding"", ""region of interest""]","{""keywords"": [""magnetic resonance imaging"", ""object based coding"", ""wavelet transform"", ""lossless coding"", ""region of interest""]}"
1057,"[""power system"", ""linear control"", ""turbine control"", ""generator control"", ""system stability""]","{""keywords"": [""power system"", ""linear control"", ""turbine control"", ""generator control"", ""system stability""]}"
1058,"[""resonant grounding"", ""distribution systems"", ""software tool"", ""fault detection"", ""compensation coil""]","{""keywords"": [""resonant grounding"", ""distribution systems"", ""software tool"", ""fault detection"", ""compensation coil""]}"
1059,"[""power electronics"", ""simulation technologies"", ""power systems"", ""energy utilities"", ""system dynamics""]","{""keywords"": [""power electronics"", ""simulation technologies"", ""power systems"", ""energy utilities"", ""system dynamics""]}"
1060,"[""power system"", ""generator control"", ""parameter derivation"", ""electric generator"", ""power plant""]","{""keywords"": [""power system"", ""generator control"", ""parameter derivation"", ""electric generator"", ""power plant""]}"
1061,"[""electric power industry"", ""computer applications"", ""power engineers"", ""information systems"", ""technology changes""]","{""keywords"": [""electric power industry"", ""computer applications"", ""power engineers"", ""information systems"", ""technology changes""]}"
1062,"[""energy management"", ""control center"", ""electric service"", ""security control"", ""load following""]","{""keywords"": [""energy management"", ""control center"", ""electric service"", ""security control"", ""load following""]}"
1063,"[""virus detection"", ""anti virus software"", ""trojan horses"", ""firewall protection"", ""computer security""]","{""keywords"": [""virus detection"", ""anti virus software"", ""trojan horses"", ""firewall protection"", ""computer security""]}"
1064,"[""enterprise application integration"", ""software applications"", ""business systems"", ""information technology"", ""system integration""]","{""keywords"": [""enterprise application integration"", ""software applications"", ""business systems"", ""information technology"", ""system integration""]}"
1065,"[""risk management"", ""security standards"", ""corporate systems"", ""business managers"", ""financial impacts""]","{""keywords"": [""risk management"", ""security standards"", ""corporate systems"", ""business managers"", ""financial impacts""]}"
1066,"[""auditory system"", ""information processing"", ""stochastic model"", ""synaptic depression"", ""information theory""]","{""keywords"": [""auditory system"", ""information processing"", ""stochastic model"", ""synaptic depression"", ""information theory""]}"
1067,"[""information network"", ""sewage conduits"", ""optical fiber"", ""communications infrastructure"", ""sewerage system""]","{""keywords"": [""information network"", ""sewage conduits"", ""optical fiber"", ""communications infrastructure"", ""sewerage system""]}"
1068,"[""image watermarking"", ""data hiding"", ""information theory"", ""statistical models"", ""distortion constraints""]","{""keywords"": [""image watermarking"", ""data hiding"", ""information theory"", ""statistical models"", ""distortion constraints""]}"
1069,"[""geometrical distortions"", ""digital images"", ""watermarking schemes"", ""feature points"", ""image content""]","{""keywords"": [""geometrical distortions"", ""digital images"", ""watermarking schemes"", ""feature points"", ""image content""]}"
1070,"[""color interpolation"", ""digital cameras"", ""demosaicing technique"", ""image processing"", ""color artifacts""]","{""keywords"": [""color interpolation"", ""digital cameras"", ""demosaicing technique"", ""image processing"", ""color artifacts""]}"
1071,"[""color constancy"", ""computational algorithms"", ""image data"", ""neural net method"", ""chromaticity estimation""]","{""keywords"": [""color constancy"", ""computational algorithms"", ""image data"", ""neural net method"", ""chromaticity estimation""]}"
1072,"[""color constancy"", ""computational algorithms"", ""image processing"", ""neural networks"", ""computer vision""]","{""keywords"": [""color constancy"", ""computational algorithms"", ""image processing"", ""neural networks"", ""computer vision""]}"
1073,"[""image quality"", ""color metrics"", ""perceptual differences"", ""digital simulations"", ""color space""]","{""keywords"": [""image quality"", ""color metrics"", ""perceptual differences"", ""digital simulations"", ""color space""]}"
1074,"[""exact controllability"", ""thin cups"", ""fourier method"", ""minimal time"", ""ingham theorems""]","{""keywords"": [""exact controllability"", ""thin cups"", ""fourier method"", ""minimal time"", ""ingham theorems""]}"
1075,"[""pneumatic control valves"", ""friction compensator"", ""static friction"", ""control signal"", ""industrial controllers""]","{""keywords"": [""pneumatic control valves"", ""friction compensator"", ""static friction"", ""control signal"", ""industrial controllers""]}"
1076,"[""control systems"", ""pid controllers"", ""dead time compensators"", ""process control"", ""robustness analysis""]","{""keywords"": [""control systems"", ""pid controllers"", ""dead time compensators"", ""process control"", ""robustness analysis""]}"
1077,"[""wavelength services"", ""industry expectations"", ""telecommunication technology"", ""service reception"", ""network services""]","{""keywords"": [""wavelength services"", ""industry expectations"", ""telecommunication technology"", ""service reception"", ""network services""]}"
1078,"[""linear systems"", ""state feedback control"", ""robust stabilization"", ""uncertain dynamical systems"", ""adaptive control""]","{""keywords"": [""linear systems"", ""state feedback control"", ""robust stabilization"", ""uncertain dynamical systems"", ""adaptive control""]}"
1079,"[""neural network"", ""lateral inhibition"", ""unsupervised learning"", ""neural architecture"", ""perceptual representation""]","{""keywords"": [""neural network"", ""lateral inhibition"", ""unsupervised learning"", ""neural architecture"", ""perceptual representation""]}"
1080,"[""predictive control"", ""non uniformly sampled systems"", ""state space domain"", ""causality constraint"", ""digital control systems""]","{""keywords"": [""predictive control"", ""non uniformly sampled systems"", ""state space domain"", ""causality constraint"", ""digital control systems""]}"
1081,"[""system models"", ""observer decomposition"", ""output injection"", ""physical system"", ""subsystem identification""]","{""keywords"": [""system models"", ""observer decomposition"", ""output injection"", ""physical system"", ""subsystem identification""]}"
1082,"[""principal component analysis"", ""subspace identification"", ""errors in variables"", ""system observability"", ""model identification""]","{""keywords"": [""principal component analysis"", ""subspace identification"", ""errors in variables"", ""system observability"", ""model identification""]}"
1083,"[""molten carbonate fuel cells"", ""neural networks"", ""fuzzy control"", ""temperature control"", ""adaptive modeling""]","{""keywords"": [""molten carbonate fuel cells"", ""neural networks"", ""fuzzy control"", ""temperature control"", ""adaptive modeling""]}"
1084,"[""virtual reality"", ""medical imaging"", ""3d volume segmentation"", ""haptic device"", ""deformable surfaces""]","{""keywords"": [""virtual reality"", ""medical imaging"", ""3d volume segmentation"", ""haptic device"", ""deformable surfaces""]}"
1085,"[""orthopaedic surgery"", ""surgical navigation"", ""medical image"", ""computed tomography"", ""image guided surgery""]","{""keywords"": [""orthopaedic surgery"", ""surgical navigation"", ""medical image"", ""computed tomography"", ""image guided surgery""]}"
1086,"[""lung metastasis"", ""computed tomography"", ""image interpretation"", ""tumor detection"", ""oncology department""]","{""keywords"": [""lung metastasis"", ""computed tomography"", ""image interpretation"", ""tumor detection"", ""oncology department""]}"
1087,"[""finite element model"", ""kidney trauma"", ""biomechanical research"", ""viscoelastic material"", ""human kidney""]","{""keywords"": [""finite element model"", ""kidney trauma"", ""biomechanical research"", ""viscoelastic material"", ""human kidney""]}"
1088,"[""anatomical structures"", ""three dimensional modeling"", ""web server"", ""anatomy education"", ""medical visualization""]","{""keywords"": [""anatomical structures"", ""three dimensional modeling"", ""web server"", ""anatomy education"", ""medical visualization""]}"
1089,"[""mesh cutting"", ""virtual tools"", ""surgical simulation"", ""haptic feedback"", ""interactive modeling""]","{""keywords"": [""mesh cutting"", ""virtual tools"", ""surgical simulation"", ""haptic feedback"", ""interactive modeling""]}"
1090,"[""panoramic image"", ""global alignment"", ""local alignment"", ""image mosaics"", ""convergence""]","{""keywords"": [""panoramic image"", ""global alignment"", ""local alignment"", ""image mosaics"", ""convergence""]}"
1091,"[""image segmentation"", ""scale invariant"", ""magnetic resonance"", ""neural net classifier"", ""spatial features""]","{""keywords"": [""image segmentation"", ""scale invariant"", ""magnetic resonance"", ""neural net classifier"", ""spatial features""]}"
1092,"[""phase unwrapping"", ""hybrid algorithm"", ""interferogram contour"", ""discontinuity restoration"", ""numerical simulation""]","{""keywords"": [""phase unwrapping"", ""hybrid algorithm"", ""interferogram contour"", ""discontinuity restoration"", ""numerical simulation""]}"
1093,"[""moire interferometry"", ""strain contouring"", ""gabor filters"", ""digital differentiation"", ""engineering design""]","{""keywords"": [""moire interferometry"", ""strain contouring"", ""gabor filters"", ""digital differentiation"", ""engineering design""]}"
1094,"[""position estimation"", ""denoising algorithm"", ""noise pattern"", ""tracking systems"", ""optical experiment""]","{""keywords"": [""position estimation"", ""denoising algorithm"", ""noise pattern"", ""tracking systems"", ""optical experiment""]}"
1095,"[""color image processing"", ""noise reduction"", ""adaptive filtering"", ""color models"", ""image analysis""]","{""keywords"": [""color image processing"", ""noise reduction"", ""adaptive filtering"", ""color models"", ""image analysis""]}"
1096,"[""three dimensional objects"", ""scale invariance"", ""fourier transform"", ""mellin radial harmonic"", ""optical recognition""]","{""keywords"": [""three dimensional objects"", ""scale invariance"", ""fourier transform"", ""mellin radial harmonic"", ""optical recognition""]}"
1097,"[""camera calibration"", ""region of interest"", ""radon transform"", ""computer vision"", ""image inspection""]","{""keywords"": [""camera calibration"", ""region of interest"", ""radon transform"", ""computer vision"", ""image inspection""]}"
1098,"[""microscope autofocusing"", ""eccentric light beam"", ""laser device"", ""micro measurement"", ""optical system""]","{""keywords"": [""microscope autofocusing"", ""eccentric light beam"", ""laser device"", ""micro measurement"", ""optical system""]}"
1099,"[""semiconductor manufacturing"", ""three dimensional mapping"", ""silicon nuggets"", ""laser triangulation"", ""robotic system""]","{""keywords"": [""semiconductor manufacturing"", ""three dimensional mapping"", ""silicon nuggets"", ""laser triangulation"", ""robotic system""]}"
1100,[],
1101,"[""free form surfaces"", ""gaussian filters"", ""curvature computation"", ""surface smoothing"", ""geodesic coordinates""]","{""keywords"": [""free form surfaces"", ""gaussian filters"", ""curvature computation"", ""surface smoothing"", ""geodesic coordinates""]}"
1102,"[""liquid crystal optics"", ""broadband imaging"", ""optical phased array"", ""image restoration"", ""wiener filter""]","{""keywords"": [""liquid crystal optics"", ""broadband imaging"", ""optical phased array"", ""image restoration"", ""wiener filter""]}"
1103,"[""modified signed digit"", ""content addressable memory"", ""incoherent correlator"", ""optoelectronic processor"", ""digital addition""]","{""keywords"": [""modified signed digit"", ""content addressable memory"", ""incoherent correlator"", ""optoelectronic processor"", ""digital addition""]}"
1104,"[""integral imaging"", ""three dimensional imaging"", ""orthoscopic imaging"", ""micro optics"", ""viewing resolution""]","{""keywords"": [""integral imaging"", ""three dimensional imaging"", ""orthoscopic imaging"", ""micro optics"", ""viewing resolution""]}"
1105,"[""diffraction limit"", ""circular mask"", ""periodic apertures"", ""optical imaging"", ""near field diffraction""]","{""keywords"": [""diffraction limit"", ""circular mask"", ""periodic apertures"", ""optical imaging"", ""near field diffraction""]}"
1106,"[""figure ground segmentation"", ""binocular model"", ""fourier transform"", ""image processing"", ""binocular parallax""]","{""keywords"": [""figure ground segmentation"", ""binocular model"", ""fourier transform"", ""image processing"", ""binocular parallax""]}"
1107,"[""color image capture"", ""liquid crystal filter"", ""spectral characterization"", ""device independent color"", ""multispectral imaging""]","{""keywords"": [""color image capture"", ""liquid crystal filter"", ""spectral characterization"", ""device independent color"", ""multispectral imaging""]}"
1108,"[""image restoration"", ""least mean square"", ""regularization parameters"", ""iterative algorithm"", ""noise reduction""]","{""keywords"": [""image restoration"", ""least mean square"", ""regularization parameters"", ""iterative algorithm"", ""noise reduction""]}"
1109,"[""motion estimation"", ""dynamic programming"", ""image sequence"", ""motion vector"", ""optimization problem""]","{""keywords"": [""motion estimation"", ""dynamic programming"", ""image sequence"", ""motion vector"", ""optimization problem""]}"
1110,"[""optical correlation"", ""centroid detection"", ""spatial light modulators"", ""image processing"", ""noise smoothing""]","{""keywords"": [""optical correlation"", ""centroid detection"", ""spatial light modulators"", ""image processing"", ""noise smoothing""]}"
1111,"[""image compression"", ""bit plane coding"", ""block truncation coding"", ""discrete cosine transform"", ""vector quantization""]","{""keywords"": [""image compression"", ""bit plane coding"", ""block truncation coding"", ""discrete cosine transform"", ""vector quantization""]}"
1112,"[""image editing"", ""3d scene"", ""plenoptic function"", ""volumetric decomposition"", ""camera viewpoints""]","{""keywords"": [""image editing"", ""3d scene"", ""plenoptic function"", ""volumetric decomposition"", ""camera viewpoints""]}"
1113,"[""digital holography"", ""zero order diffraction"", ""image quality"", ""fresnel integral"", ""numerical reconstruction""]","{""keywords"": [""digital holography"", ""zero order diffraction"", ""image quality"", ""fresnel integral"", ""numerical reconstruction""]}"
1114,"[""image thresholding"", ""bayesian formulation"", ""maximum entropy principle"", ""conditional probability"", ""optimal threshold""]","{""keywords"": [""image thresholding"", ""bayesian formulation"", ""maximum entropy principle"", ""conditional probability"", ""optimal threshold""]}"
1115,"[""digital watermarking"", ""fuzzy logic"", ""copyright protection"", ""human visual system"", ""image processing""]","{""keywords"": [""digital watermarking"", ""fuzzy logic"", ""copyright protection"", ""human visual system"", ""image processing""]}"
1116,"[""color pattern recognition"", ""three dimensional correlation"", ""optical correlator"", ""fourier transform"", ""color images""]","{""keywords"": [""color pattern recognition"", ""three dimensional correlation"", ""optical correlator"", ""fourier transform"", ""color images""]}"
1117,"[""multi criterion problems"", ""target level method"", ""chebyshev metric"", ""efficient solutions"", ""edgeworth pareto hull""]","{""keywords"": [""multi criterion problems"", ""target level method"", ""chebyshev metric"", ""efficient solutions"", ""edgeworth pareto hull""]}"
1118,"[""concussion"", ""mental impairments"", ""computer processing"", ""experimental data"", ""acute period""]","{""keywords"": [""concussion"", ""mental impairments"", ""computer processing"", ""experimental data"", ""acute period""]}"
1119,"[""linear regression"", ""robust estimation"", ""regularization method"", ""bayesian approach"", ""pseudoinverse method""]","{""keywords"": [""linear regression"", ""robust estimation"", ""regularization method"", ""bayesian approach"", ""pseudoinverse method""]}"
1120,"[""voting systems"", ""presidential campaign"", ""borda count"", ""election outcome"", ""voter preference""]","{""keywords"": [""voting systems"", ""presidential campaign"", ""borda count"", ""election outcome"", ""voter preference""]}"
1121,"[""hierarchical structure"", ""parabolic equation"", ""inverse problem"", ""heat conduction"", ""mathematics""]","{""keywords"": [""hierarchical structure"", ""parabolic equation"", ""inverse problem"", ""heat conduction"", ""mathematics""]}"
1122,"[""camera calibration"", ""image motion"", ""rigid motion"", ""projective transformation"", ""optical flow""]","{""keywords"": [""camera calibration"", ""image motion"", ""rigid motion"", ""projective transformation"", ""optical flow""]}"
1123,"[""ion exchange"", ""mathematical model"", ""inverse problems"", ""numerical methods"", ""ion exchanger""]","{""keywords"": [""ion exchange"", ""mathematical model"", ""inverse problems"", ""numerical methods"", ""ion exchanger""]}"
1124,"[""multiprocessor systems"", ""numerical solution"", ""gas dynamic problems"", ""parallelization methods"", ""jet simulation""]","{""keywords"": [""multiprocessor systems"", ""numerical solution"", ""gas dynamic problems"", ""parallelization methods"", ""jet simulation""]}"
1125,"[""kelvin-helmholtz instability"", ""hybrid simulation"", ""space plasmas"", ""magnetopause"", ""electromagnetic model""]","{""keywords"": [""kelvin-helmholtz instability"", ""hybrid simulation"", ""space plasmas"", ""magnetopause"", ""electromagnetic model""]}"
1126,"[""computational electromagnetics"", ""computer architecture"", ""algorithmic complexity"", ""matrix multiplications"", ""arithmetic operations""]","{""keywords"": [""computational electromagnetics"", ""computer architecture"", ""algorithmic complexity"", ""matrix multiplications"", ""arithmetic operations""]}"
1127,"[""geometrical optics"", ""indoor propagation"", ""image tree"", ""ray tracing"", ""field computation""]","{""keywords"": [""geometrical optics"", ""indoor propagation"", ""image tree"", ""ray tracing"", ""field computation""]}"
1128,"[""dynamic programming"", ""game theory"", ""operations research"", ""managerial decision"", ""board game""]","{""keywords"": [""dynamic programming"", ""game theory"", ""operations research"", ""managerial decision"", ""board game""]}"
1129,"[""university course"", ""process management"", ""teaching experience"", ""academic instruction"", ""course delivery""]","{""keywords"": [""university course"", ""process management"", ""teaching experience"", ""academic instruction"", ""course delivery""]}"
1130,"[""project network"", ""critical path"", ""spreadsheet implementation"", ""management science"", ""operations research""]","{""keywords"": [""project network"", ""critical path"", ""spreadsheet implementation"", ""management science"", ""operations research""]}"
1131,"[""object oriented programming"", ""discrete event simulation"", ""simulation package"", ""single server queue"", ""simulation modeling""]","{""keywords"": [""object oriented programming"", ""discrete event simulation"", ""simulation package"", ""single server queue"", ""simulation modeling""]}"
1132,"[""expected value"", ""perfect information"", ""probability distribution"", ""states of world"", ""upper bound""]","{""keywords"": [""expected value"", ""perfect information"", ""probability distribution"", ""states of world"", ""upper bound""]}"
1133,"[""three dimensional reconstruction"", ""structure from motion"", ""surface reconstruction"", ""lambertian surface"", ""computer vision""]","{""keywords"": [""three dimensional reconstruction"", ""structure from motion"", ""surface reconstruction"", ""lambertian surface"", ""computer vision""]}"
1134,"[""classroom edition"", ""game show"", ""microsoft powerpoint"", ""classroom use"", ""student feedback""]","{""keywords"": [""classroom edition"", ""game show"", ""microsoft powerpoint"", ""classroom use"", ""student feedback""]}"
1135,"[""sequential decision analysis"", ""stochastic dynamic programming"", ""utility theory"", ""bayesian probability"", ""operations research""]","{""keywords"": [""sequential decision analysis"", ""stochastic dynamic programming"", ""utility theory"", ""bayesian probability"", ""operations research""]}"
